"Unique Line ID","Fiscal Year Ending","County","County Name","Public Safety & Legal Services","Physical Health & Social Services","Mental Health MR, DD","County Environment & Education","Roads & Transportation","Government Services to Residents","Administration","Nonprogram Current","Debt Service","Capital Projects","Sub-Total Expenditures","Operating Transfers Out","Refunded Debt/Escrow","Total Expenditures","Increase (Decrease) in Reserves","Total Ending Fund Balance","Total Requirements","Primary County Coordinates"
"2018_50_JASPER_EXPEND_SA","6/30/2018","50","JASPER","$6,633,920","$4,589,688","$819,925","$1,474,401","$11,280,277","$1,391,701","$3,342,902","$29,000","$1,786,701","$1,647,000","$32,995,515","$4,247,438","$0","$37,242,953","$0","$2,634,662","$39,877,615",
"2011_50_JASPER_EXPEND_SA","6/30/2011","50","JASPER","$4,939,173","$1,950,068","$4,434,959","$1,317,225","$7,287,381","$977,546","$2,903,044","$14,700","$1,828,585","$2,600,362","$28,253,043","$4,812,450","$0","$33,065,493","$0","$6,015,630","$39,081,123",
"2017_33_FAYETTE_EXPEND_SA","6/30/2017","33","FAYETTE","$3,893,482","$538,297","$1,150,634","$1,671,502","$6,351,726","$832,054","$1,708,250","$27,400","$400,000","$3,022,850","$19,596,195","$1,980,429","$0","$21,576,624","$0","$2,634,292","$24,210,916",
"2010_50_JASPER_EXPEND_SA","6/30/2010","50","JASPER","$4,821,807","$1,933,826","$4,853,233","$1,328,015","$5,833,213","$960,066","$2,813,684","$14,000","$1,833,500","$1,179,292","$25,570,636","$4,358,479","$0","$29,929,115","$0","$6,049,585","$35,978,700",
"2014_17_CERRO GORDO_EXPEND_SA","6/30/2014","17","CERRO GORDO","$8,195,559","$5,229,894","$2,266,829","$1,308,836","$5,968,391","$1,163,784","$2,987,509","$0","$992,708","$1,185,000","$29,298,510","$5,556,326","$0","$34,854,836","$0","$10,794,751","$45,649,587",
"2005_32_EMMET_EXPEND_SA","6/30/2005","32","EMMET","$1,121,930","$568,281","$1,469,347","$336,221","$2,504,013","$312,752","$805,875","$0","$28,821","$337,334","$7,484,574","$542,180",,"$8,026,754","$0","$1,327,421","$9,354,175",
"2025_77_POLK_EXPEND_SA","6/30/2025","77","POLK","$117,329,919","$51,547,521","$21,431,530","$30,188,498","$14,470,605","$11,557,850","$51,755,334","$0","$73,502,754","$20,014,048","$391,798,059","$39,568,661","$0","$431,366,720","$0","$131,483,931","$562,850,651",
"2019_19_CHICKASAW_EXPEND_SA","6/30/2019","19","CHICKASAW","$2,214,245","$1,538,702","$602,336","$722,038","$5,641,046","$487,501","$1,662,303","$0","$0","$1,455,954","$14,324,125","$2,176,300","$0","$16,500,425","$0","$4,195,941","$20,696,366",
"2018_72_OSCEOLA_EXPEND_SA","6/30/2018","72","OSCEOLA","$1,646,881","$236,089","$131,922","$578,997","$3,758,366","$311,157","$947,123","$150,078","$464,709","$90,000","$8,315,322","$1,762,474","$0","$10,077,796","$0","$5,964,148","$16,041,944",
"2024_54_KEOKUK_EXPEND_SA","6/30/2024","54","KEOKUK","$1,709,668","$955,862","$0","$475,639","$6,510,500","$560,538","$2,932,193","$0","$200,950","$563,000","$13,908,350","$2,152,950","$0","$16,061,300","$0","$3,544,158","$19,605,458",
"2012_52_JOHNSON_EXPEND_SA","6/30/2012","52","JOHNSON","$21,303,843","$8,853,781","$13,676,625","$3,553,539","$7,660,582","$2,292,149","$7,518,174","$3,000","$3,372,303","$8,419,353","$76,653,349","$22,161,443","$0","$98,814,792","$0","$14,278,028","$113,092,820",
"2020_59_LUCAS_EXPEND_SA","6/30/2020","59","LUCAS","$1,333,705","$604,826","$500,499","$458,159","$4,175,274","$353,553","$1,344,945","$0","$0","$488,000","$9,258,961","$741,774","$0","$10,000,735","$0","$971,046","$10,971,781",
"2022_84_SIOUX_EXPEND_SA","6/30/2022","84","SIOUX","$5,114,000","$941,197","$1,027,498","$1,988,893","$8,574,050","$1,282,679","$3,081,639","$56,600","$741,750","$7,271,800","$30,080,106","$4,510,791","$0","$34,590,897","$0","$18,694,846","$53,285,743",
"2008_40_HAMILTON_EXPEND_SA","6/30/2008","40","HAMILTON","$2,343,324","$2,232,990","$2,103,967","$1,106,155","$4,144,045","$426,528","$1,129,838","$0","$415,657","$1,138,000","$15,040,504","$1,538,202","$0","$16,578,706","$0","$3,075,993","$19,654,699",
"2024_18_CHEROKEE_EXPEND_SA","6/30/2024","18","CHEROKEE","$3,188,478","$997,080","$0","$1,197,228","$7,779,760","$812,537","$3,579,625","$250,000","$0","$5,124,450","$22,929,158","$2,050,000","$0","$24,979,158","$0","$3,317,700","$28,296,858",
"2023_68_MONROE_EXPEND_SA","6/30/2023","68","MONROE","$2,623,050","$989,212","$0","$534,268","$4,314,911","$644,508","$1,952,248","$0","$1,034,000","$1,978,903","$14,071,100","$1,738,657","$0","$15,809,757","$0","$4,558,302","$20,368,059",
"2017_70_MUSCATINE_EXPEND_SA","6/30/2017","70","MUSCATINE","$9,794,503","$1,217,212","$2,293,507","$1,292,027","$6,660,000","$870,163","$3,037,495","$0","$2,381,350","$4,952,000","$32,498,257","$2,361,000","$0","$34,859,257","$0","$10,389,578","$45,248,835",
"2026_35_FRANKLIN_EXPEND_SA","6/30/2026","35","FRANKLIN","$2,660,046","$1,522,575","$0","$951,174","$7,650,500","$866,609","$6,331,572","$0","$0","$480,000","$20,462,476","$3,653,740","$0","$24,116,216","$0","$15,373,942","$39,490,158",
"2012_11_BUENA VISTA_EXPEND_SA","6/30/2012","11","BUENA VISTA","$3,011,178","$1,250,947","$1,758,883","$725,877","$4,389,865","$695,603","$1,421,078","$4,500","$1,045,251","$1,469,918","$15,773,100","$2,087,260","$0","$17,860,360","$0","$4,968,777","$22,829,137",
"2016_53_JONES_EXPEND_SA","6/30/2016","53","JONES","$2,596,966","$798,438","$1,373,463","$1,053,631","$6,261,929","$818,714","$1,791,626","$88,687","$500","$1,145,000","$15,928,954","$2,035,000","$0","$17,963,954","$0","$5,324,125","$23,288,079",
"2020_52_JOHNSON_EXPEND_SA","6/30/2020","52","JOHNSON","$27,335,209","$12,357,128","$7,868,986","$6,032,502","$10,653,012","$2,854,874","$11,242,176","$52,790","$22,003,725","$20,613,258","$121,013,660","$17,254,135","$0","$138,267,795","$0","$23,677,104","$161,944,899",
"2025_2_ADAMS_EXPEND_SA","6/30/2025","2","ADAMS","$2,371,558","$275,976","$0","$1,547,582","$4,342,685","$495,589","$1,349,839","$0","$629,925","$565,728","$11,578,882","$2,018,975","$0","$13,597,857","$0","$5,045,467","$18,643,324",
"2011_63_MARION_EXPEND_SA","6/30/2011","63","MARION","$3,347,356","$2,546,459","$2,054,572","$1,307,884","$6,080,592","$711,411","$2,227,644","$0","$557,855","$2,064,775","$20,898,548","$1,964,704","$0","$22,863,252","$0","$9,739,964","$32,603,216",
"2023_21_CLAY_EXPEND_SA","6/30/2023","21","CLAY","$3,955,516","$866,202","$0","$1,418,518","$6,387,602","$705,516","$5,273,254","$300,000","$918,070","$9,395,248","$29,219,926","$3,689,899","$0","$32,909,825","$0","$11,897,790","$44,807,615",
"2015_34_FLOYD_EXPEND_SA","6/30/2015","34","FLOYD","$2,574,909","$1,617,064","$887,831","$2,306,745","$5,332,550","$665,009","$1,224,556","$0","$566,228","$952,000","$16,126,892","$1,233,186","$0","$17,360,078","$0","$6,199,969","$23,560,047",
"2022_20_CLARKE_EXPEND_SA","6/30/2022","20","CLARKE","$2,601,776","$910,738","$395,526","$379,539","$4,458,700","$641,238","$1,311,413","$0","$85,040","$25,000","$10,808,970","$926,819","$0","$11,735,789","$0","$2,747,405","$14,483,194",
"2011_20_CLARKE_EXPEND_SA","6/30/2011","20","CLARKE","$1,682,209","$925,096","$1,066,990","$244,880","$2,590,750","$368,911","$816,842","$0","$195,465","$44,000","$7,935,143","$581,582","$0","$8,516,725","$0","$1,100,563","$9,617,288",
"2017_34_FLOYD_EXPEND_SA","6/30/2017","34","FLOYD","$2,857,705","$1,359,558","$1,124,064","$1,069,054","$5,919,250","$648,849","$1,321,791","$0","$819,799","$438,000","$15,558,070","$1,234,741","$0","$16,792,811","$0","$5,488,265","$22,281,076",
"2006_56_LEE_EXPEND_SA","6/30/2006","56","LEE","$3,392,910","$3,855,696","$4,295,811","$1,362,693","$3,998,482","$1,231,739","$2,136,295","$0","$154,640","$930,000","$21,358,266","$1,005,000",,"$22,363,266","$0","$3,622,345","$25,985,611",
"2017_97_WOODBURY_EXPEND_SA","6/30/2017","97","WOODBURY","$16,962,590","$4,954,560","$2,854,210","$2,582,947","$8,465,786","$2,619,118","$6,409,175","$20,000","$1,340,550","$9,069,041","$55,277,977","$9,399,770","$0","$64,677,747","$0","$11,850,345","$76,528,092",
"2018_67_MONONA_EXPEND_SA","6/30/2018","67","MONONA","$2,050,777","$528,933","$206,517","$895,337","$6,418,097","$499,864","$1,746,717","$0","$0","$1,383,092","$13,729,334","$1,676,003","$0","$15,405,337","$0","$5,281,527","$20,686,864",
"2011_7_BLACK HAWK_EXPEND_SA","6/30/2011","7","BLACK HAWK","$17,436,234","$8,267,728","$8,544,500","$5,303,350","$5,312,684","$1,614,940","$5,749,925","$0","$4,535,792","$11,485,000","$68,250,153","$2,129,046","$0","$70,379,199","$0","$8,617,031","$78,996,230",
"2024_75_PLYMOUTH_EXPEND_SA","6/30/2024","75","PLYMOUTH","$5,703,778","$638,281","$0","$1,657,259","$12,296,000","$1,123,484","$7,718,813","$0","$621,210","$4,950,000","$34,708,825","$5,790,000","$0","$40,498,825","$0","$10,183,920","$50,682,745",
"2026_67_MONONA_EXPEND_SA","6/30/2026","67","MONONA","$3,519,011","$580,205","$0","$1,311,184","$8,414,340","$815,874","$2,636,442","$0","$0","$31,111","$17,308,167","$1,959,911","$0","$19,268,078","$0","$4,785,601","$24,053,679",
"2020_1_ADAIR_EXPEND_SA","6/30/2020","1","ADAIR","$1,852,009","$296,837","$263,000","$553,259","$5,326,923","$490,369","$1,012,979","$0","$2,261,347","$9,999,739","$22,056,462","$1,491,739","$0","$23,548,201","$0","$9,398,189","$32,946,390",
"2024_92_WASHINGTON_EXPEND_SA","6/30/2024","92","WASHINGTON","$10,664,425","$2,727,655","$0","$1,443,764","$8,183,307","$1,145,272","$3,372,692","$8,000","$2,659,400","$3,699,100","$33,903,615","$2,922,224","$0","$36,825,839","$0","$4,570,234","$41,396,073",
"2015_63_MARION_EXPEND_SA","6/30/2015","63","MARION","$3,920,629","$2,488,885","$1,125,940","$1,803,259","$6,132,483","$846,239","$2,716,099","$0","$446,901","$1,427,350","$20,907,785","$2,263,389","$0","$23,171,174","$0","$11,565,022","$34,736,196",
"2020_22_CLAYTON_EXPEND_SA","6/30/2020","22","CLAYTON","$3,278,483","$521,807","$634,184","$1,347,890","$7,153,088","$701,738","$1,926,427","$1,000","$349,545","$2,326,494","$18,240,656","$1,750,000","$0","$19,990,656","$0","$4,061,849","$24,052,505",
"2013_73_PAGE_EXPEND_SA","6/30/2013","73","PAGE","$1,756,110","$678,913","$2,084,217","$478,970","$3,513,003","$482,363","$1,172,349","$4,000","$209,855","$225,196","$10,604,976","$1,134,470","$0","$11,739,446","$0","$4,632,440","$16,371,886",
"2022_67_MONONA_EXPEND_SA","6/30/2022","67","MONONA","$2,395,913","$454,601","$198,145","$1,001,846","$6,499,608","$620,298","$1,875,271","$0","$0","$1,383,592","$14,429,274","$1,578,086","$0","$16,007,360","$0","$5,581,519","$21,588,879",
"2005_12_BUTLER_EXPEND_SA","6/30/2005","12","BUTLER","$1,421,852","$1,279,420","$1,200,000","$626,684","$3,795,000","$325,997","$1,182,130","$0","$49,355","$1,084,000","$10,964,438","$1,111,925",,"$12,076,363","$0","$4,128,001","$16,204,364",
"2019_42_HARDIN_EXPEND_SA","6/30/2019","42","HARDIN","$5,059,095","$474,554","$678,025","$1,154,648","$6,655,917","$750,018","$2,253,346","$449,737","$1,957,317","$275,300","$19,707,957","$2,206,398","$0","$21,914,355","$0","$7,034,254","$28,948,609",
"2020_20_CLARKE_EXPEND_SA","6/30/2020","20","CLARKE","$2,345,606","$1,035,699","$371,932","$358,177","$4,165,100","$576,889","$1,552,070","$0","$52,625","$775,000","$11,233,098","$823,138","$0","$12,056,236","$0","$2,453,375","$14,509,611",
"2012_35_FRANKLIN_EXPEND_SA","6/30/2012","35","FRANKLIN","$1,680,056","$1,951,158","$1,426,923","$780,310","$4,271,000","$469,984","$1,538,776","$0","$870,998","$9,143,308","$22,132,513","$1,695,343","$0","$23,827,856","$0","$3,015,586","$26,843,442",
"2005_73_PAGE_EXPEND_SA","6/30/2005","73","PAGE","$1,251,701","$860,035","$1,575,551","$230,187","$3,930,500","$334,620","$762,841","$1,000","$0","$642,500","$9,588,935","$764,958",,"$10,353,893","$0","$1,551,126","$11,905,019",
"2021_2_ADAMS_EXPEND_SA","6/30/2021","2","ADAMS","$1,864,865","$219,827","$148,000","$879,595","$3,729,790","$388,586","$955,880","$0","$876,883","$939,936","$10,003,362","$1,167,089","$0","$11,170,451","$0","$3,701,044","$14,871,495",
"2006_77_POLK_EXPEND_SA","6/30/2006","77","POLK","$44,517,541","$26,545,427","$43,071,013","$14,367,996","$9,060,637","$5,681,985","$25,049,195","$50,000","$5,316,594","$6,609,103","$180,269,491","$13,335,281",,"$193,604,772","$0","$50,453,742","$244,058,514",
"2016_6_BENTON_EXPEND_SA","6/30/2016","6","BENTON","$4,074,199","$944,091","$1,098,063","$2,484,009","$7,349,972","$771,915","$2,032,043","$165,000","$196,024","$1,959,794","$21,075,110","$3,970,342","$0","$25,045,452","$0","$7,976,570","$33,022,022",
"2014_88_UNION_EXPEND_SA","6/30/2014","88","UNION","$1,680,750","$569,966","$724,691","$1,140,441","$3,377,855","$457,634","$975,073","$0","$1,536,145","$94,107","$10,556,662","$856,304","$0","$11,412,966","$0","$1,622,186","$13,035,152",
"2016_52_JOHNSON_EXPEND_SA","6/30/2016","52","JOHNSON","$23,116,404","$9,411,761","$7,852,904","$4,144,391","$8,754,380","$2,402,067","$8,486,697","$89,500","$14,512,641","$13,609,790","$92,380,535","$20,826,561","$0","$113,207,096","$0","$21,930,424","$135,137,520",
"2008_90_WAPELLO_EXPEND_SA","6/30/2008","90","WAPELLO","$3,319,905","$1,729,824","$4,394,000","$835,191","$3,323,500","$557,768","$2,641,424","$118,516","$0","$1,220,000","$18,140,128","$650,000","$0","$18,790,128","$0","$6,438,388","$25,228,516",
"2021_87_TAYLOR_EXPEND_SA","6/30/2021","87","TAYLOR","$1,840,155","$1,459,077","$159,000","$598,959","$4,299,150","$391,933","$962,330","$0","$962,740","$646,701","$11,320,045","$962,162","$0","$12,282,207","$0","$3,765,125","$16,047,332",
"2023_16_CEDAR_EXPEND_SA","6/30/2023","16","CEDAR","$4,994,721","$1,954,105","$0","$2,523,770","$7,413,000","$616,544","$5,216,844","$8,400","$719,255","$7,258,449","$30,705,088","$2,849,513","$0","$33,554,601","$0","$6,413,608","$39,968,209",
"2015_19_CHICKASAW_EXPEND_SA","6/30/2015","19","CHICKASAW","$1,983,419","$1,656,623","$824,693","$733,949","$4,941,442","$473,192","$1,489,346","$2,013","$0","$188,649","$12,293,326","$1,682,564","$0","$13,975,890","$0","$3,922,199","$17,898,089",
"2022_35_FRANKLIN_EXPEND_SA","6/30/2022","35","FRANKLIN","$2,205,248","$1,481,339","$884,701","$1,043,301","$6,340,000","$610,048","$2,347,430","$0","$3,374,550","$200,000","$18,486,617","$2,995,497","$0","$21,482,114","$0","$10,745,771","$32,227,885",
"2025_51_JEFFERSON_EXPEND_SA","6/30/2025","51","JEFFERSON","$6,255,565","$1,083,634","$0","$800,732","$4,424,750","$738,207","$2,723,323","$0","$853,307","$594,700","$17,474,218","$1,120,000","$0","$18,594,218","$0","$3,852,512","$22,446,730",
"2008_18_CHEROKEE_EXPEND_SA","6/30/2008","18","CHEROKEE","$1,530,314","$453,577","$1,389,868","$624,244","$3,389,250","$362,564","$1,093,072","$0","$0","$1,984,000","$10,826,889","$1,034,000","$0","$11,860,889","$0","$2,650,637","$14,511,526",
"2009_51_JEFFERSON_EXPEND_SA","6/30/2009","51","JEFFERSON","$2,669,737","$562,815","$1,371,785","$593,629","$2,680,500","$467,428","$789,686","$0","$161,458","$200,000","$9,497,038","$879,193","$0","$10,376,231","$0","$2,511,519","$12,887,750",
"2010_77_POLK_EXPEND_SA","6/30/2010","77","POLK","$60,092,491","$30,703,480","$51,381,904","$15,322,769","$9,710,380","$6,538,709","$33,240,269","$100,000","$13,173,861","$11,618,918","$231,882,781","$14,429,478","$0","$246,312,259","$0","$48,786,858","$295,099,117",
"2018_86_TAMA_EXPEND_SA","6/30/2018","86","TAMA","$3,902,979","$1,602,582","$1,064,071","$907,616","$8,175,718","$536,907","$1,656,326","$39,500","$571,135","$1,687,707","$20,144,541","$2,455,465","$0","$22,600,006","$0","$7,332,293","$29,932,299",
"2011_2_ADAMS_EXPEND_SA","6/30/2011","2","ADAMS","$980,826","$291,414","$446,174","$535,751","$2,864,000","$219,130","$656,208","$32,266","$516,887","$30,000","$6,572,656","$743,800","$0","$7,316,456","$0","$2,620,691","$9,937,147",
"2024_1_ADAIR_EXPEND_SA","6/30/2024","1","ADAIR","$2,260,915","$374,009","$0","$718,422","$6,492,226","$666,529","$1,230,632","$0","$3,464,153","$10,225,741","$25,432,627","$1,588,279","$0","$27,020,906","$0","$11,303,542","$38,324,448",
"2017_85_STORY_EXPEND_SA","6/30/2017","85","STORY","$11,306,800","$2,531,098","$1,562,480","$3,830,946","$6,223,800","$1,375,385","$5,436,953","$0","$1,195,543","$4,126,204","$37,589,209","$3,020,422","$0","$40,609,631","$0","$14,369,518","$54,979,149",
"2011_19_CHICKASAW_EXPEND_SA","6/30/2011","19","CHICKASAW","$1,433,501","$1,383,348","$1,068,570","$769,215","$3,948,135","$366,052","$1,283,680","$0","$0","$1,064,218","$11,316,719","$1,957,788","$0","$13,274,507","$0","$4,358,994","$17,633,501",
"2006_45_HOWARD_EXPEND_SA","6/30/2006","45","HOWARD","$971,920","$483,184","$1,089,623","$843,160","$2,606,010","$239,338","$685,502","$1,000","$30,408","$432,731","$7,382,876","$883,700",,"$8,266,576","$0","$2,149,220","$10,415,796",
"2010_3_ALLAMAKEE_EXPEND_SA","6/30/2010","3","ALLAMAKEE","$1,441,790","$710,556","$2,103,684","$861,560","$4,754,547","$415,138","$939,552","$81,400","$0","$1,032,000","$12,340,227","$1,429,029","$0","$13,769,256","$0","$3,005,502","$16,774,758",
"2005_44_HENRY_EXPEND_SA","6/30/2005","44","HENRY","$2,053,055","$1,061,617","$2,363,462","$706,184","$3,249,050","$450,663","$978,790","$32,600","$0","$968,197","$11,863,618","$856,209",,"$12,719,827","$0","$2,250,567","$14,970,394",
"2013_85_STORY_EXPEND_SA","6/30/2013","85","STORY","$10,000,722","$2,170,960","$10,927,075","$2,592,150","$5,563,250","$1,240,990","$4,763,145","$0","$2,280,126","$667,000","$40,205,418","$2,095,000","$0","$42,300,418","$0","$6,754,485","$49,054,903",
"2013_68_MONROE_EXPEND_SA","6/30/2013","68","MONROE","$1,439,623","$863,160","$1,173,046","$1,063,676","$2,464,862","$414,423","$1,149,739","$0","$547,873","$1,006,000","$10,122,402","$1,005,521","$0","$11,127,923","$0","$1,827,070","$12,954,993",
"2017_53_JONES_EXPEND_SA","6/30/2017","53","JONES","$2,611,781","$772,672","$1,286,307","$996,603","$6,492,164","$683,396","$1,729,242","$103,810","$412,500","$1,322,000","$16,410,475","$2,082,000","$0","$18,492,475","$0","$7,404,647","$25,897,122",
"2015_2_ADAMS_EXPEND_SA","6/30/2015","2","ADAMS","$1,241,798","$232,054","$184,912","$754,125","$3,080,000","$300,043","$729,818","$360,000","$460,930","$35,500","$7,379,180","$895,421","$0","$8,274,601","$0","$1,782,123","$10,056,724",
"2021_34_FLOYD_EXPEND_SA","6/30/2021","34","FLOYD","$3,580,388","$1,433,518","$477,030","$831,404","$7,128,050","$753,835","$1,655,290","$0","$1,701,395","$5,150,891","$22,711,801","$1,485,917","$0","$24,197,718","$0","$5,459,389","$29,657,107",
"2024_60_LYON_EXPEND_SA","6/30/2024","60","LYON","$4,372,091","$796,161","$0","$1,075,904","$8,221,973","$706,167","$1,978,994","$148,263","$1,073,770","$1,853,491","$20,226,814","$7,766,787","$0","$27,993,601","$0","$10,432,749","$38,426,350",
"2013_54_KEOKUK_EXPEND_SA","6/30/2013","54","KEOKUK","$1,116,897","$686,336","$1,050,274","$354,983","$5,062,500","$362,853","$2,102,590","$0","$0","$389,000","$11,125,433","$1,271,500","$0","$12,396,933","$0","$3,508,940","$15,905,873",
"2019_36_FREMONT_EXPEND_SA","6/30/2019","36","FREMONT","$3,091,457","$302,325","$146,097","$472,969","$4,283,000","$523,488","$1,705,077","$10,000","$462,730","$459,000","$11,456,143","$1,330,499","$0","$12,786,642","$0","$3,082,021","$15,868,663",
"2025_34_FLOYD_EXPEND_SA","6/30/2025","34","FLOYD","$4,165,482","$1,513,618","$0","$1,052,636","$7,116,050","$862,212","$1,994,830","$0","$2,304,050","$2,970,980","$21,979,858","$1,661,899","$0","$23,641,757","$0","$7,721,204","$31,362,961",
"2007_53_JONES_EXPEND_SA","6/30/2007","53","JONES","$1,871,684","$803,182","$2,450,739","$576,043","$4,725,649","$451,327","$1,191,692","$234,941","$6,377","$2,235,130","$14,546,764","$1,237,500",,"$15,784,264","$0","$2,144,870","$17,929,134",
"2009_70_MUSCATINE_EXPEND_SA","6/30/2009","70","MUSCATINE","$6,553,495","$1,486,042","$5,268,958","$959,104","$4,575,000","$778,035","$2,309,690","$30,000","$4,003,455","$1,889,000","$27,852,779","$1,257,533","$0","$29,110,312","$0","$3,531,218","$32,641,530",
"2007_34_FLOYD_EXPEND_SA","6/30/2007","34","FLOYD","$1,910,345","$1,262,359","$1,888,125","$787,438","$3,924,150","$582,307","$971,889","$0","$279,123","$273,000","$11,878,736","$913,313",,"$12,792,049","$0","$6,210,036","$19,002,085",
"2023_58_LOUISA_EXPEND_SA","6/30/2023","58","LOUISA","$3,090,620","$912,231","$0","$978,615","$4,327,658","$461,968","$1,534,339","$0","$0","$419,740","$11,725,171","$1,667,096","$0","$13,392,267","$0","$3,293,345","$16,685,612",
"2011_34_FLOYD_EXPEND_SA","6/30/2011","34","FLOYD","$2,267,675","$1,723,458","$856,720","$1,841,011","$10,594,306","$580,191","$1,428,471","$0","$182,643","$698,000","$20,172,475","$919,000","$0","$21,091,475","$0","$4,524,676","$25,616,151",
"2024_38_GRUNDY_EXPEND_SA","6/30/2024","38","GRUNDY","$3,011,521","$588,076","$0","$1,463,383","$7,334,334","$627,256","$3,333,485","$0","$574,150","$1,489,655","$18,421,860","$3,308,518","$0","$21,730,378","$0","$4,051,456","$25,781,834",
"2018_30_DICKINSON_EXPEND_SA","6/30/2018","30","DICKINSON","$2,776,995","$550,321","$537,494","$3,968,493","$4,994,600","$915,199","$2,471,145","$167,500","$1,559,121","$2,290,284","$20,231,152","$3,512,776","$0","$23,743,928","$0","$7,813,808","$31,557,736",
"2021_66_MITCHELL_EXPEND_SA","6/30/2021","66","MITCHELL","$2,199,394","$1,178,514","$318,870","$1,789,282","$4,900,000","$444,075","$2,766,044","$0","$5,501,260","$750,000","$19,847,439","$1,428,508","$0","$21,275,947","$0","$3,078,963","$24,354,910",
"2009_55_KOSSUTH_EXPEND_SA","6/30/2009","55","KOSSUTH","$2,673,315","$454,794","$2,044,645","$776,594","$6,035,000","$729,187","$1,772,798","$67,689","$107,024","$1,460,000","$16,121,046","$2,164,962","$0","$18,286,008","$0","$4,239,636","$22,525,644",
"2015_95_WINNEBAGO_EXPEND_SA","6/30/2015","95","WINNEBAGO","$1,726,358","$1,189,924","$848,210","$910,528","$3,140,164","$526,465","$1,601,294","$120,351","$2,488,619","$1,059,736","$13,611,649","$1,603,228","$0","$15,214,877","$0","$881,515","$16,096,392",
"2026_10_BUCHANAN_EXPEND_SA","6/30/2026","10","BUCHANAN","$6,231,850","$1,622,963","$0","$1,768,634","$9,143,850","$1,113,856","$2,483,118","$74,100","$901,388","$973,425","$24,313,184","$2,681,500","$0","$26,994,684","$0","$21,159,542","$48,154,226",
"2019_74_PALO ALTO_EXPEND_SA","6/30/2019","74","PALO ALTO","$2,195,452","$523,224","$193,000","$1,766,784","$5,758,850","$509,332","$1,383,187","$0","$1,892,908","$3,090,187","$17,312,924","$2,624,926","$0","$19,937,850","$0","$8,434,489","$28,372,339",
"2025_66_MITCHELL_EXPEND_SA","6/30/2025","66","MITCHELL","$2,722,774","$1,442,727","$0","$2,825,716","$5,940,000","$600,462","$2,079,425","$100,000","$3,540,253","$1,400,000","$20,651,357","$1,620,656","$0","$22,272,013","$0","$8,091,392","$30,363,405",
"2006_1_ADAIR_EXPEND_SA","6/30/2006","1","ADAIR","$800,017","$223,206","$679,589","$282,932","$3,435,453","$300,297","$548,899","$0","$174,508","$325,000","$6,769,901","$983,162",,"$7,753,063","$0","$2,316,104","$10,069,167",
"2016_92_WASHINGTON_EXPEND_SA","6/30/2016","92","WASHINGTON","$4,812,559","$2,355,736","$1,040,869","$1,061,278","$5,846,207","$722,038","$2,160,069","$55,000","$1,273,600","$1,354,500","$20,681,856","$2,603,750","$0","$23,285,606","$0","$3,426,103","$26,711,709",
"2024_86_TAMA_EXPEND_SA","6/30/2024","86","TAMA","$5,066,819","$2,111,748","$0","$1,448,803","$10,715,506","$805,725","$5,505,355","$10,500","$924,185","$3,202,190","$29,790,831","$3,426,438","$0","$33,217,269","$0","$5,233,157","$38,450,426",
"2008_67_MONONA_EXPEND_SA","6/30/2008","67","MONONA","$1,581,537","$729,920","$920,443","$514,276","$3,554,035","$379,209","$1,361,724","$0","$51,974","$662,500","$9,755,618","$879,754","$0","$10,635,372","$0","$2,528,207","$13,163,579",
"2010_62_MAHASKA_EXPEND_SA","6/30/2010","62","MAHASKA","$2,760,917","$888,372","$2,699,999","$883,696","$4,967,000","$629,869","$1,362,581","$1,028,150","$8,490","$10,000","$15,239,074","$1,646,197","$0","$16,885,271","$0","$8,660,117","$25,545,388",
"2014_41_HANCOCK_EXPEND_SA","6/30/2014","41","HANCOCK","$1,563,894","$348,681","$561,649","$558,417","$4,988,300","$425,201","$973,063","$11,700","$0","$787,625","$10,218,530","$2,085,000","$0","$12,303,530","$0","$2,822,046","$15,125,576",
"2022_3_ALLAMAKEE_EXPEND_SA","6/30/2022","3","ALLAMAKEE","$3,078,411","$672,353","$411,762","$1,391,701","$7,216,022","$674,216","$1,299,302","$20,750","$465,647","$1,700,000","$16,930,164","$2,111,630","$0","$19,041,794","$0","$3,009,380","$22,051,174",
"2010_45_HOWARD_EXPEND_SA","6/30/2010","45","HOWARD","$1,255,051","$420,554","$1,301,303","$1,695,286","$3,034,852","$354,637","$883,014","$1,000","$80,895","$382,289","$9,408,881","$890,112","$0","$10,298,993","$0","$2,681,305","$12,980,298",
"2020_69_MONTGOMERY_EXPEND_SA","6/30/2020","69","MONTGOMERY","$3,584,841","$543,394","$253,425","$466,681","$4,410,440","$551,730","$1,366,514","$0","$1,261,088","$439,429","$12,877,542","$1,090,000","$0","$13,967,542","$0","$2,632,510","$16,600,052",
"2005_88_UNION_EXPEND_SA","6/30/2005","88","UNION","$1,131,307","$350,459","$1,352,797","$311,916","$2,225,938","$319,468","$809,405","$0","$542,370","$120,000","$7,163,660","$509,151",,"$7,672,811","$0","$1,564,392","$9,237,203",
"2024_69_MONTGOMERY_EXPEND_SA","6/30/2024","69","MONTGOMERY","$4,154,273","$526,351","$0","$480,010","$5,072,799","$528,896","$1,544,717","$0","$1,078,400","$1,000,000","$14,385,446","$1,095,000","$0","$15,480,446","$0","$6,996,474","$22,476,920",
